interaction_id,lead_id,interaction_type,timestamp,channel,device_type,campaign_id
IT02304,LD01126,Ad Clicked,2024-09-10,LinkedIn,Mobile,CP746
IT02305,LD00580,Page Viewed,2024-01-07,Google Ads,Desktop,CP564
IT02306,LD00237,Page Viewed,2025-05-27,Email Campaign,Desktop,CP612
IT02307,LD00719,Page Viewed,2024-12-12,Instagram,Mobile,CP215
IT02308,LD00999,Ad Clicked,2024-09-28,Instagram,Mobile,CP822
IT02309,LD00168,Page Viewed,2024-08-14,Google Ads,Desktop,CP800
IT02310,LD00989,Page Viewed,2024-11-19,Instagram,Mobile,CP487
IT02311,LD01499,Ad Clicked,2024-01-15,Email Campaign,Desktop,CP547
IT02312,LD00993,Page Viewed,2024-08-28,LinkedIn,Desktop,CP255
IT02313,LD00433,Page Viewed,2024-04-28,Email Campaign,Desktop,CP107
IT02314,LD00408,Page Viewed,2024-07-09,Email Campaign,Mobile,CP805
IT02315,LD00115,Demo Booked,2024-10-04,Email Campaign,Desktop,CP672
IT02316,LD01278,Page Viewed,2024-03-09,Email Campaign,Desktop,CP411
IT02317,LD00041,Email Opened,2023-12-25,Instagram,Mobile,CP196
IT02318,LD00830,Ad Clicked,2025-06-12,LinkedIn,Desktop,CP825
IT02319,LD00393,Ad Clicked,2024-05-13,Email Campaign,Mobile,CP592
IT02320,LD00733,Demo Booked,2025-08-26,Instagram,Mobile,CP802
IT02321,LD00198,Page Viewed,2025-05-21,LinkedIn,Desktop,CP451
IT02322,LD00793,Page Viewed,2025-04-29,Email Campaign,Mobile,CP282
IT02323,LD00349,Ad Clicked,2025-04-24,Google Ads,Desktop,CP709
IT02324,LD00655,Demo Booked,2025-05-21,LinkedIn,Mobile,CP812
IT02325,LD00716,Email Opened,2024-11-21,Instagram,Desktop,CP896
IT02326,LD01050,Page Viewed,2024-03-31,LinkedIn,Mobile,CP316
IT02327,LD00041,Page Viewed,2024-03-02,Instagram,Mobile,CP444
IT02328,LD01126,Email Opened,2024-08-08,LinkedIn,Mobile,CP608
IT02329,LD00622,Page Viewed,2024-07-06,Email Campaign,Mobile,CP468
IT02330,LD00039,Ad Clicked,2024-07-26,Instagram,Desktop,CP828
IT02331,LD00572,Ad Clicked,2024-12-26,Email Campaign,Mobile,CP774
IT02332,LD01212,Demo Booked,2025-07-07,LinkedIn,Mobile,CP855
IT02333,LD00722,Ad Clicked,2024-01-13,Instagram,Desktop,CP771
IT02334,LD00755,Demo Booked,2024-05-16,Google Ads,Desktop,CP379
IT02335,LD00673,Ad Clicked,2024-04-02,LinkedIn,Mobile,CP773
IT02336,LD01411,Page Viewed,2024-07-18,LinkedIn,Mobile,CP427
IT02337,LD01215,Page Viewed,2024-07-18,Email Campaign,Desktop,CP130
IT02338,LD01063,Email Opened,2025-05-18,Instagram,Mobile,CP336
IT02339,LD00645,Demo Booked,2024-04-18,Google Ads,Mobile,CP554
IT02340,LD01395,Ad Clicked,2025-02-09,Google Ads,Mobile,CP206
IT02341,LD00856,Email Opened,2025-02-04,Google Ads,Mobile,CP513
IT02342,LD00381,Page Viewed,2024-07-07,Email Campaign,Mobile,CP777
IT02343,LD01424,Demo Booked,2025-06-10,Email Campaign,Desktop,CP661
IT02344,LD00844,Ad Clicked,2025-09-29,Email Campaign,Mobile,CP869
IT02345,LD00962,Page Viewed,2024-05-12,Google Ads,Mobile,CP196
IT02346,LD01237,Demo Booked,2025-07-31,LinkedIn,Desktop,CP829
IT02347,LD00627,Email Opened,2024-02-14,Instagram,Desktop,CP452
IT02348,LD01077,Page Viewed,2025-06-18,Email Campaign,Mobile,CP331
IT02349,LD00857,Demo Booked,2025-04-12,Instagram,Mobile,CP508
IT02350,LD01045,Ad Clicked,2025-04-16,LinkedIn,Mobile,CP837
IT02351,LD00220,Page Viewed,2024-02-26,Google Ads,Mobile,CP209
IT02352,LD00134,Ad Clicked,2024-07-04,Google Ads,Desktop,CP380
IT02353,LD00819,Page Viewed,2024-10-23,Google Ads,Desktop,CP501
IT02354,LD00306,Email Opened,2025-04-04,LinkedIn,Mobile,CP844
IT02355,LD00988,Ad Clicked,2025-02-26,LinkedIn,Desktop,CP847
IT02356,LD00623,Ad Clicked,2025-03-15,Email Campaign,Mobile,CP374
IT02357,LD01053,Demo Booked,2024-08-05,Instagram,Mobile,CP854
IT02358,LD01428,Ad Clicked,2024-10-02,LinkedIn,Mobile,CP954
IT02359,LD01445,Ad Clicked,2025-05-27,Instagram,Mobile,CP356
IT02360,LD01256,Page Viewed,2024-02-18,Email Campaign,Mobile,CP646
IT02361,LD00910,Demo Booked,2024-02-20,LinkedIn,Desktop,CP968
IT02362,LD00799,Email Opened,2024-06-10,Email Campaign,Desktop,CP248
IT02363,LD00102,Ad Clicked,2024-04-29,Email Campaign,Desktop,CP419
IT02364,LD00518,Ad Clicked,2024-03-28,Instagram,Mobile,CP342
IT02365,LD00673,Page Viewed,2024-03-25,LinkedIn,Mobile,CP892
IT02366,LD00797,Demo Booked,2025-04-29,Google Ads,Mobile,CP654
IT02367,LD00056,Page Viewed,2024-10-04,Email Campaign,Mobile,CP408
IT02368,LD01350,Ad Clicked,2023-12-11,Google Ads,Desktop,CP976
IT02369,LD01442,Demo Booked,2025-03-23,Email Campaign,Desktop,CP117
IT02370,LD00641,Email Opened,2024-12-17,Instagram,Desktop,CP550
IT02371,LD00286,Email Opened,2025-07-17,LinkedIn,Mobile,CP262
IT02372,LD00227,Page Viewed,2025-05-15,LinkedIn,Mobile,CP820
IT02373,LD00863,Page Viewed,2025-02-18,Email Campaign,Mobile,CP508
IT02374,LD01088,Ad Clicked,2024-02-28,LinkedIn,Mobile,CP115
IT02375,LD00336,Ad Clicked,2025-04-14,LinkedIn,Desktop,CP754
IT02376,LD00340,Demo Booked,2024-11-07,Email Campaign,Mobile,CP883
IT02377,LD01213,Demo Booked,2024-01-08,Email Campaign,Mobile,CP982
IT02378,LD00093,Ad Clicked,2024-09-19,Email Campaign,Desktop,CP938
IT02379,LD00579,Email Opened,2025-01-19,Email Campaign,Mobile,CP885
IT02380,LD01226,Page Viewed,2024-08-27,LinkedIn,Desktop,CP655
IT02381,LD00786,Email Opened,2025-01-25,Instagram,Mobile,CP719
IT02382,LD01419,Email Opened,2025-07-31,Instagram,Desktop,CP855
IT02383,LD01154,Page Viewed,2025-07-21,Instagram,Desktop,CP352
IT02384,LD01348,Page Viewed,2024-12-24,LinkedIn,Mobile,CP362
IT02385,LD00462,Email Opened,2025-09-25,LinkedIn,Desktop,CP107
IT02386,LD00466,Page Viewed,2025-10-20,Instagram,Desktop,CP309
IT02387,LD01021,Demo Booked,2025-02-19,Instagram,Desktop,CP219
IT02388,LD00134,Ad Clicked,2024-06-25,Google Ads,Mobile,CP986
IT02389,LD01234,Ad Clicked,2024-12-26,Email Campaign,Desktop,CP523
IT02390,LD01136,Demo Booked,2025-05-03,Google Ads,Desktop,CP256
IT02391,LD01438,Email Opened,2025-01-27,Email Campaign,Desktop,CP484
IT02392,LD00513,Demo Booked,2025-10-17,Instagram,Mobile,CP566
IT02393,LD01103,Email Opened,2025-03-18,Email Campaign,Mobile,CP866
IT02394,LD00380,Page Viewed,2025-02-03,Google Ads,Mobile,CP778
IT02395,LD00393,Ad Clicked,2024-04-18,Email Campaign,Desktop,CP549
IT02396,LD00151,Page Viewed,2024-06-16,Email Campaign,Desktop,CP482
IT02397,LD01184,Email Opened,2025-08-27,LinkedIn,Desktop,CP151
IT02398,LD01198,Demo Booked,2024-10-27,Google Ads,Desktop,CP614
IT02399,LD00579,Ad Clicked,2025-01-23,Email Campaign,Mobile,CP547
IT02400,LD01495,Page Viewed,2025-06-06,LinkedIn,Desktop,CP444
IT02401,LD01329,Email Opened,2024-12-23,LinkedIn,Desktop,CP814
IT02402,LD00270,Page Viewed,2024-05-19,LinkedIn,Desktop,CP275
IT02403,LD00140,Email Opened,2024-03-08,LinkedIn,Mobile,CP543
IT02404,LD00483,Page Viewed,2024-04-27,Email Campaign,Mobile,CP963
IT02405,LD01185,Page Viewed,2024-03-27,LinkedIn,Mobile,CP504
IT02406,LD00515,Ad Clicked,2024-09-10,Instagram,Desktop,CP456
IT02407,LD01426,Ad Clicked,2025-07-21,Google Ads,Mobile,CP488
IT02408,LD01408,Demo Booked,2024-11-08,LinkedIn,Mobile,CP134
IT02409,LD00307,Email Opened,2024-12-31,Instagram,Desktop,CP803
IT02410,LD00490,Email Opened,2025-01-09,Instagram,Desktop,CP731
IT02411,LD00307,Page Viewed,2025-01-17,Instagram,Mobile,CP722
IT02412,LD00668,Demo Booked,2025-03-18,Instagram,Desktop,CP952
IT02413,LD01346,Page Viewed,2024-02-13,Email Campaign,Mobile,CP433
IT02414,LD01219,Demo Booked,2025-01-18,Instagram,Mobile,CP395
IT02415,LD00483,Email Opened,2024-06-22,Email Campaign,Desktop,CP873
IT02416,LD00139,Email Opened,2024-03-04,LinkedIn,Desktop,CP303
IT02417,LD00962,Page Viewed,2024-07-01,Google Ads,Desktop,CP903
IT02418,LD01366,Ad Clicked,2024-12-12,Instagram,Mobile,CP903
IT02419,LD01465,Email Opened,2025-06-08,Instagram,Mobile,CP316
IT02420,LD00580,Page Viewed,2024-01-14,Google Ads,Mobile,CP658
IT02421,LD00838,Ad Clicked,2025-10-01,LinkedIn,Mobile,CP662
IT02422,LD01385,Ad Clicked,2024-08-10,LinkedIn,Desktop,CP820
IT02423,LD01038,Page Viewed,2025-01-08,Google Ads,Mobile,CP347
IT02424,LD01072,Demo Booked,2025-02-12,Google Ads,Mobile,CP911
IT02425,LD01235,Ad Clicked,2024-02-01,LinkedIn,Desktop,CP701
IT02426,LD01300,Ad Clicked,2025-07-28,Email Campaign,Mobile,CP133
IT02427,LD00369,Ad Clicked,2025-07-20,Instagram,Mobile,CP903
IT02428,LD00961,Email Opened,2024-05-08,Instagram,Desktop,CP319
IT02429,LD00020,Page Viewed,2025-06-18,Email Campaign,Desktop,CP985
IT02430,LD00954,Page Viewed,2025-05-20,Email Campaign,Mobile,CP853
IT02431,LD00450,Email Opened,2025-01-10,Google Ads,Desktop,CP425
IT02432,LD00705,Email Opened,2025-04-13,Email Campaign,Mobile,CP669
IT02433,LD01215,Email Opened,2024-06-20,Email Campaign,Mobile,CP635
IT02434,LD00457,Email Opened,2025-07-29,LinkedIn,Desktop,CP886
IT02435,LD00715,Email Opened,2025-08-04,Google Ads,Mobile,CP349
IT02436,LD01183,Ad Clicked,2024-12-20,LinkedIn,Mobile,CP511
IT02437,LD00857,Demo Booked,2025-04-21,Instagram,Desktop,CP729
IT02438,LD01465,Page Viewed,2025-08-06,Instagram,Desktop,CP159
IT02439,LD00722,Demo Booked,2024-01-11,Instagram,Mobile,CP573
IT02440,LD01287,Demo Booked,2025-01-12,Google Ads,Mobile,CP734
IT02441,LD00018,Demo Booked,2024-01-06,Google Ads,Mobile,CP687
IT02442,LD01397,Page Viewed,2024-03-09,LinkedIn,Mobile,CP827
IT02443,LD00004,Email Opened,2024-05-30,Email Campaign,Mobile,CP842
IT02444,LD00018,Page Viewed,2024-01-31,Google Ads,Desktop,CP774
IT02445,LD00108,Email Opened,2024-04-19,Instagram,Desktop,CP566
IT02446,LD00273,Page Viewed,2025-09-01,Instagram,Mobile,CP408
IT02447,LD00585,Ad Clicked,2025-08-18,Google Ads,Mobile,CP887
IT02448,LD01162,Page Viewed,2024-02-28,Instagram,Mobile,CP516
IT02449,LD00834,Ad Clicked,2024-02-20,LinkedIn,Desktop,CP864
IT02450,LD00113,Email Opened,2024-10-24,Google Ads,Desktop,CP120
IT02451,LD00125,Email Opened,2025-08-26,LinkedIn,Mobile,CP656
IT02452,LD00252,Page Viewed,2025-07-21,Google Ads,Mobile,CP704
IT02453,LD01254,Page Viewed,2024-10-02,Instagram,Desktop,CP843
IT02454,LD01283,Demo Booked,2025-04-20,Instagram,Mobile,CP965
IT02455,LD00333,Ad Clicked,2024-03-29,LinkedIn,Desktop,CP559
IT02456,LD01125,Email Opened,2025-07-16,Instagram,Desktop,CP671
IT02457,LD01104,Email Opened,2024-09-23,Instagram,Mobile,CP110
IT02458,LD01138,Email Opened,2024-11-20,Google Ads,Mobile,CP205
IT02459,LD00360,Email Opened,2024-10-12,LinkedIn,Mobile,CP475
IT02460,LD00186,Page Viewed,2025-01-02,Google Ads,Desktop,CP371
IT02461,LD01374,Demo Booked,2024-10-04,Email Campaign,Desktop,CP103
IT02462,LD00737,Demo Booked,2024-11-30,Google Ads,Desktop,CP570
IT02463,LD01308,Ad Clicked,2024-12-01,Email Campaign,Desktop,CP237
IT02464,LD01202,Ad Clicked,2024-02-17,Email Campaign,Desktop,CP990
IT02465,LD01057,Email Opened,2025-05-25,LinkedIn,Desktop,CP240
IT02466,LD01352,Email Opened,2025-03-31,Instagram,Desktop,CP699
IT02467,LD01140,Ad Clicked,2025-06-11,LinkedIn,Desktop,CP469
IT02468,LD00468,Page Viewed,2024-12-10,Google Ads,Mobile,CP424
IT02469,LD00104,Ad Clicked,2025-08-18,LinkedIn,Mobile,CP989
IT02470,LD00988,Page Viewed,2025-03-09,LinkedIn,Mobile,CP144
IT02471,LD00507,Demo Booked,2025-01-18,Instagram,Mobile,CP705
IT02472,LD01451,Email Opened,2024-11-21,Instagram,Desktop,CP803
IT02473,LD01108,Email Opened,2024-12-22,Instagram,Desktop,CP727
IT02474,LD00551,Demo Booked,2024-02-27,Email Campaign,Mobile,CP647
IT02475,LD00296,Email Opened,2025-01-19,Email Campaign,Desktop,CP841
IT02476,LD00939,Page Viewed,2025-07-06,Google Ads,Desktop,CP249
IT02477,LD01252,Ad Clicked,2025-01-15,LinkedIn,Mobile,CP274
IT02478,LD00527,Page Viewed,2024-03-02,Email Campaign,Desktop,CP773
IT02479,LD01350,Email Opened,2024-02-29,Google Ads,Desktop,CP122
IT02480,LD00115,Page Viewed,2024-11-09,Email Campaign,Mobile,CP803
IT02481,LD00578,Email Opened,2025-01-23,Email Campaign,Desktop,CP490
IT02482,LD01069,Demo Booked,2023-12-12,Google Ads,Mobile,CP984
IT02483,LD00258,Email Opened,2025-03-14,Email Campaign,Desktop,CP592
IT02484,LD00220,Email Opened,2024-02-08,Google Ads,Mobile,CP777
IT02485,LD01478,Demo Booked,2025-02-02,Instagram,Desktop,CP654
IT02486,LD00399,Email Opened,2024-10-12,LinkedIn,Mobile,CP709
IT02487,LD00776,Email Opened,2024-03-06,LinkedIn,Desktop,CP299
IT02488,LD01148,Page Viewed,2024-01-18,Email Campaign,Desktop,CP623
IT02489,LD00872,Ad Clicked,2024-05-23,Instagram,Desktop,CP451
IT02490,LD01024,Ad Clicked,2024-05-26,Google Ads,Desktop,CP961
IT02491,LD01134,Ad Clicked,2024-11-18,Email Campaign,Mobile,CP250
IT02492,LD01442,Ad Clicked,2025-04-01,Email Campaign,Mobile,CP845
IT02493,LD01216,Demo Booked,2024-10-12,Google Ads,Mobile,CP100
IT02494,LD00230,Page Viewed,2025-06-21,LinkedIn,Desktop,CP901
IT02495,LD00593,Page Viewed,2024-05-12,Instagram,Desktop,CP933
IT02496,LD00501,Email Opened,2025-03-24,Instagram,Desktop,CP361
IT02497,LD00012,Ad Clicked,2025-03-12,Email Campaign,Desktop,CP504
IT02498,LD01007,Ad Clicked,2025-04-14,Instagram,Mobile,CP921
IT02499,LD00944,Email Opened,2025-07-04,Instagram,Mobile,CP316
IT02500,LD01414,Demo Booked,2024-01-23,LinkedIn,Desktop,CP619
IT02501,LD01244,Email Opened,2024-12-21,Email Campaign,Mobile,CP446
IT02502,LD01368,Ad Clicked,2024-06-19,LinkedIn,Desktop,CP213
IT02503,LD00367,Page Viewed,2024-12-05,LinkedIn,Desktop,CP340
IT02504,LD00310,Email Opened,2025-01-14,Instagram,Mobile,CP276
IT02505,LD00902,Demo Booked,2025-03-23,LinkedIn,Desktop,CP148
IT02506,LD00734,Page Viewed,2025-08-07,Google Ads,Mobile,CP103
IT02507,LD00661,Ad Clicked,2024-04-26,Instagram,Desktop,CP490
IT02508,LD00942,Demo Booked,2024-11-15,Email Campaign,Mobile,CP422
IT02509,LD00983,Ad Clicked,2025-04-10,LinkedIn,Desktop,CP814
IT02510,LD00453,Demo Booked,2024-03-12,Google Ads,Desktop,CP153
IT02511,LD00532,Page Viewed,2024-03-01,LinkedIn,Desktop,CP806
IT02512,LD00717,Page Viewed,2024-09-04,Instagram,Desktop,CP584
IT02513,LD01409,Email Opened,2024-12-02,Email Campaign,Mobile,CP725
IT02514,LD01263,Email Opened,2024-12-08,LinkedIn,Desktop,CP136
IT02515,LD00213,Demo Booked,2024-12-31,Instagram,Mobile,CP491
IT02516,LD00412,Email Opened,2025-07-01,Email Campaign,Desktop,CP283
IT02517,LD01352,Page Viewed,2025-04-11,Instagram,Mobile,CP640
IT02518,LD00196,Email Opened,2024-02-07,Instagram,Desktop,CP170
IT02519,LD00938,Demo Booked,2024-10-09,LinkedIn,Mobile,CP613
IT02520,LD00091,Email Opened,2025-01-23,LinkedIn,Desktop,CP787
IT02521,LD01013,Ad Clicked,2024-12-09,Google Ads,Mobile,CP116
IT02522,LD00317,Email Opened,2024-11-29,Google Ads,Desktop,CP313
IT02523,LD00510,Demo Booked,2025-05-27,Instagram,Desktop,CP539
IT02524,LD00937,Page Viewed,2025-08-17,Google Ads,Mobile,CP679
IT02525,LD00040,Page Viewed,2025-07-21,LinkedIn,Desktop,CP241
IT02526,LD00040,Ad Clicked,2025-08-27,LinkedIn,Mobile,CP718
IT02527,LD00100,Email Opened,2025-04-22,LinkedIn,Mobile,CP584
IT02528,LD00804,Page Viewed,2025-02-09,Google Ads,Mobile,CP429
IT02529,LD00407,Demo Booked,2024-08-18,Instagram,Desktop,CP912
IT02530,LD01347,Ad Clicked,2024-06-22,Email Campaign,Desktop,CP105
IT02531,LD01185,Ad Clicked,2024-01-28,LinkedIn,Mobile,CP719
IT02532,LD00326,Ad Clicked,2024-12-17,Email Campaign,Desktop,CP152
IT02533,LD00872,Demo Booked,2024-07-11,Instagram,Desktop,CP576
IT02534,LD00739,Page Viewed,2025-09-02,Google Ads,Mobile,CP547
IT02535,LD01020,Email Opened,2024-10-14,Instagram,Mobile,CP516
IT02536,LD00969,Demo Booked,2025-08-12,Instagram,Desktop,CP676
IT02537,LD00295,Email Opened,2025-09-07,LinkedIn,Mobile,CP830
IT02538,LD00659,Ad Clicked,2025-02-14,Email Campaign,Desktop,CP338
IT02539,LD01093,Page Viewed,2024-09-15,LinkedIn,Mobile,CP525
IT02540,LD00649,Page Viewed,2024-11-07,Instagram,Mobile,CP170
IT02541,LD00557,Ad Clicked,2025-06-03,Google Ads,Desktop,CP388
IT02542,LD01137,Demo Booked,2024-11-10,LinkedIn,Desktop,CP195
IT02543,LD00156,Email Opened,2025-06-23,Email Campaign,Desktop,CP846
IT02544,LD00260,Email Opened,2024-12-04,LinkedIn,Desktop,CP936
IT02545,LD00716,Page Viewed,2024-11-21,Instagram,Desktop,CP362
IT02546,LD00778,Ad Clicked,2024-08-13,Email Campaign,Desktop,CP874
IT02547,LD00691,Ad Clicked,2024-12-01,Email Campaign,Mobile,CP360
IT02548,LD00649,Page Viewed,2024-11-15,Instagram,Desktop,CP343
IT02549,LD00163,Demo Booked,2025-04-27,Email Campaign,Desktop,CP310
IT02550,LD01145,Ad Clicked,2024-07-15,LinkedIn,Desktop,CP118
IT02551,LD01353,Page Viewed,2025-04-08,Google Ads,Desktop,CP698
IT02552,LD00597,Demo Booked,2024-07-19,Email Campaign,Desktop,CP905
IT02553,LD00268,Page Viewed,2025-05-14,Google Ads,Mobile,CP272
IT02554,LD00445,Ad Clicked,2024-09-20,Email Campaign,Mobile,CP462
IT02555,LD00131,Page Viewed,2024-05-23,Email Campaign,Mobile,CP196
IT02556,LD00097,Demo Booked,2024-06-23,Google Ads,Desktop,CP460
IT02557,LD00298,Demo Booked,2025-07-08,LinkedIn,Mobile,CP305
IT02558,LD00928,Page Viewed,2024-09-11,Instagram,Mobile,CP759
IT02559,LD01311,Demo Booked,2024-08-04,Google Ads,Mobile,CP363
IT02560,LD00832,Email Opened,2024-09-30,Google Ads,Desktop,CP885
IT02561,LD00892,Page Viewed,2025-07-02,Email Campaign,Mobile,CP188
IT02562,LD00182,Page Viewed,2024-03-14,Email Campaign,Mobile,CP462
IT02563,LD00948,Page Viewed,2025-08-03,Google Ads,Desktop,CP743
IT02564,LD00456,Demo Booked,2024-08-23,LinkedIn,Mobile,CP310
IT02565,LD01164,Page Viewed,2024-04-21,Google Ads,Desktop,CP334
IT02566,LD00663,Ad Clicked,2025-08-09,Google Ads,Desktop,CP997
IT02567,LD01176,Demo Booked,2024-03-11,Email Campaign,Mobile,CP809
IT02568,LD00112,Page Viewed,2024-12-05,LinkedIn,Desktop,CP223
IT02569,LD01129,Page Viewed,2024-09-24,Google Ads,Desktop,CP941
IT02570,LD00379,Page Viewed,2025-08-01,Google Ads,Mobile,CP467
IT02571,LD00092,Ad Clicked,2024-10-03,Instagram,Desktop,CP393
IT02572,LD00762,Ad Clicked,2024-12-17,Email Campaign,Mobile,CP611
IT02573,LD00044,Page Viewed,2025-08-08,LinkedIn,Desktop,CP937
IT02574,LD00942,Page Viewed,2024-10-09,Email Campaign,Desktop,CP972
IT02575,LD01088,Page Viewed,2023-12-31,LinkedIn,Desktop,CP583
IT02576,LD00898,Email Opened,2024-11-17,Email Campaign,Desktop,CP117
IT02577,LD00345,Demo Booked,2024-11-22,Google Ads,Desktop,CP171
IT02578,LD00098,Page Viewed,2025-06-01,Instagram,Mobile,CP171
IT02579,LD00833,Email Opened,2024-03-15,Google Ads,Mobile,CP256
IT02580,LD00743,Demo Booked,2025-01-25,LinkedIn,Desktop,CP707
IT02581,LD00453,Demo Booked,2024-03-28,Google Ads,Mobile,CP254
IT02582,LD00356,Ad Clicked,2024-08-30,LinkedIn,Desktop,CP461
IT02583,LD01319,Ad Clicked,2025-08-24,Instagram,Desktop,CP215
IT02584,LD00136,Page Viewed,2024-10-31,Google Ads,Desktop,CP728
IT02585,LD00614,Email Opened,2025-02-15,Email Campaign,Desktop,CP671
IT02586,LD00293,Demo Booked,2024-07-03,Email Campaign,Desktop,CP843
IT02587,LD00492,Demo Booked,2025-05-14,Google Ads,Mobile,CP925
IT02588,LD00346,Demo Booked,2023-12-20,Google Ads,Mobile,CP911
IT02589,LD00742,Ad Clicked,2025-05-11,Email Campaign,Desktop,CP149
IT02590,LD00476,Ad Clicked,2024-07-06,Instagram,Mobile,CP528
IT02591,LD00621,Demo Booked,2024-12-11,LinkedIn,Mobile,CP140
IT02592,LD00640,Page Viewed,2024-03-25,LinkedIn,Desktop,CP505
IT02593,LD00080,Ad Clicked,2024-04-14,LinkedIn,Desktop,CP790
IT02594,LD01069,Demo Booked,2024-02-10,Google Ads,Mobile,CP734
IT02595,LD00478,Ad Clicked,2024-03-30,Instagram,Mobile,CP985
IT02596,LD01243,Demo Booked,2025-02-25,Email Campaign,Desktop,CP720
IT02597,LD00169,Ad Clicked,2025-01-22,Email Campaign,Mobile,CP642
IT02598,LD01073,Page Viewed,2024-05-30,Instagram,Desktop,CP942
IT02599,LD01323,Email Opened,2024-05-11,Email Campaign,Mobile,CP375
IT02600,LD01349,Ad Clicked,2025-03-22,Email Campaign,Desktop,CP894
IT02601,LD00314,Email Opened,2024-02-25,Google Ads,Mobile,CP212
IT02602,LD01166,Ad Clicked,2024-11-26,Google Ads,Mobile,CP857
IT02603,LD00589,Demo Booked,2025-01-18,Instagram,Mobile,CP101
IT02604,LD00593,Page Viewed,2024-07-06,Instagram,Desktop,CP901
IT02605,LD01206,Email Opened,2024-09-10,Google Ads,Mobile,CP690
IT02606,LD00441,Ad Clicked,2024-06-07,Email Campaign,Mobile,CP432
IT02607,LD00493,Ad Clicked,2025-09-25,LinkedIn,Desktop,CP357
IT02608,LD00225,Demo Booked,2024-06-10,Instagram,Mobile,CP524
IT02609,LD00944,Ad Clicked,2025-06-26,Instagram,Mobile,CP783
IT02610,LD00736,Demo Booked,2025-10-11,Instagram,Mobile,CP163
IT02611,LD00362,Demo Booked,2025-07-28,Instagram,Mobile,CP348
IT02612,LD01300,Ad Clicked,2025-07-17,Email Campaign,Mobile,CP202
IT02613,LD01472,Page Viewed,2025-05-09,LinkedIn,Desktop,CP902
IT02614,LD00892,Demo Booked,2025-06-30,Email Campaign,Desktop,CP377
IT02615,LD01318,Page Viewed,2025-04-21,Email Campaign,Desktop,CP354
IT02616,LD01319,Page Viewed,2025-08-29,Instagram,Desktop,CP363
IT02617,LD00945,Email Opened,2024-11-16,LinkedIn,Mobile,CP347
IT02618,LD01031,Email Opened,2025-06-03,Email Campaign,Mobile,CP464
IT02619,LD01025,Ad Clicked,2024-02-06,Google Ads,Mobile,CP583
IT02620,LD00613,Page Viewed,2025-01-11,Instagram,Desktop,CP479
IT02621,LD01325,Ad Clicked,2024-12-13,LinkedIn,Mobile,CP618
IT02622,LD01262,Page Viewed,2025-09-12,Email Campaign,Mobile,CP124
IT02623,LD00929,Demo Booked,2024-10-03,Google Ads,Mobile,CP200
IT02624,LD00293,Ad Clicked,2024-05-08,Email Campaign,Desktop,CP195
IT02625,LD01444,Ad Clicked,2024-12-20,LinkedIn,Desktop,CP515
IT02626,LD00977,Demo Booked,2025-04-03,Google Ads,Desktop,CP678
IT02627,LD00641,Demo Booked,2024-12-28,Instagram,Mobile,CP882
IT02628,LD01095,Demo Booked,2024-11-27,Email Campaign,Desktop,CP684
IT02629,LD00662,Ad Clicked,2024-11-15,Instagram,Mobile,CP196
IT02630,LD00209,Email Opened,2024-07-29,LinkedIn,Desktop,CP978
IT02631,LD01248,Ad Clicked,2025-03-06,Google Ads,Desktop,CP233
IT02632,LD00395,Page Viewed,2024-12-22,Email Campaign,Desktop,CP409
IT02633,LD00024,Page Viewed,2025-03-24,Instagram,Mobile,CP774
IT02634,LD00065,Ad Clicked,2024-07-23,Email Campaign,Desktop,CP876
IT02635,LD00009,Email Opened,2025-02-28,Google Ads,Desktop,CP166
IT02636,LD00425,Ad Clicked,2025-04-16,LinkedIn,Desktop,CP119
IT02637,LD00635,Email Opened,2025-08-20,Google Ads,Desktop,CP490
IT02638,LD00468,Page Viewed,2024-10-10,Google Ads,Desktop,CP605
IT02639,LD01417,Page Viewed,2024-07-22,Google Ads,Mobile,CP236
IT02640,LD01048,Demo Booked,2025-05-15,Email Campaign,Desktop,CP835
IT02641,LD00186,Email Opened,2024-12-07,Google Ads,Desktop,CP258
IT02642,LD01473,Page Viewed,2025-04-28,Google Ads,Desktop,CP871
IT02643,LD01070,Email Opened,2025-01-02,Google Ads,Mobile,CP948
IT02644,LD01453,Demo Booked,2025-08-12,Email Campaign,Desktop,CP835
IT02645,LD01266,Ad Clicked,2025-05-29,Instagram,Desktop,CP238
IT02646,LD00309,Ad Clicked,2025-06-04,Google Ads,Mobile,CP978
IT02647,LD01410,Page Viewed,2025-08-05,Email Campaign,Mobile,CP827
IT02648,LD00870,Ad Clicked,2024-12-06,Google Ads,Mobile,CP608
IT02649,LD01240,Email Opened,2025-04-17,Email Campaign,Desktop,CP208
IT02650,LD00595,Demo Booked,2025-04-25,Instagram,Mobile,CP724
IT02651,LD00958,Ad Clicked,2024-05-02,Google Ads,Desktop,CP392
IT02652,LD01431,Email Opened,2024-12-21,LinkedIn,Desktop,CP410
IT02653,LD00578,Page Viewed,2025-02-09,Email Campaign,Mobile,CP264
IT02654,LD00424,Demo Booked,2025-03-01,LinkedIn,Desktop,CP948
IT02655,LD01152,Ad Clicked,2025-04-17,Instagram,Desktop,CP512
IT02656,LD00572,Demo Booked,2024-12-31,Email Campaign,Desktop,CP768
IT02657,LD01344,Demo Booked,2024-05-14,Instagram,Mobile,CP798
IT02658,LD01010,Ad Clicked,2025-07-06,Google Ads,Mobile,CP454
